,loss,mse,mae,mape,rmse
256,0.020068509504199028,0.00023916285135783255,0.00724016735330224,2152203.25,0.015464890748262405
257,0.020001929253339767,0.00024345488054677844,0.007278519682586193,2137871.0,0.015603040345013142
258,0.01993030309677124,0.00023838419292587787,0.007309774402529001,2176726.5,0.015439695678651333
259,0.019874384626746178,0.00026517026708461344,0.007695997599512339,2168278.25,0.016284048557281494
260,0.01979198306798935,0.00023621463333256543,0.007227798458188772,2121085.5,0.015369275584816933
261,0.019723346456885338,0.00023287901422008872,0.007143172901123762,2153743.0,0.015260374173521996
262,0.01965094916522503,0.00022234092466533184,0.006692966446280479,2018421.625,0.014911100268363953
263,0.019583823159337044,0.0002257108862977475,0.0068779257126152515,2067640.125,0.015023677609860897
264,0.019518721848726273,0.0002358286001253873,0.0071849762462079525,2096726.0,0.01535671204328537
265,0.01944783516228199,0.00023134856019169092,0.0071705179288983345,2131921.5,0.015210147015750408
266,0.01938292570412159,0.0002351172879571095,0.007251559756696224,2132306.25,0.015333535149693489
267,0.019314317032694817,0.00022788385103922337,0.007045411039143801,2084399.0,0.015095822513103485
268,0.019249508157372475,0.0002285758382640779,0.007068714126944542,2111513.0,0.015118724666535854
269,0.01918191649019718,0.00022474655997939408,0.006966297514736652,2026926.25,0.014991549775004387
270,0.019108762964606285,0.00021122964972164482,0.006487811449915171,1944116.125,0.014533741399645805
271,0.019076073542237282,0.0002804697724059224,0.008190372958779335,2301540.5,0.016747232526540756
272,0.018980391323566437,0.00020895953639410436,0.0063934652134776115,1907000.5,0.014455433003604412
273,0.018932631239295006,0.00023378149489872158,0.007232277654111385,2110066.25,0.015289914794266224
274,0.018863776698708534,0.00021484351600520313,0.006671563256531954,1975062.25,0.014657541178166866
275,0.01880454085767269,0.0002187458740081638,0.006659706588834524,1933325.0,0.014790059998631477
276,0.018735991790890694,0.00020954309729859233,0.006476627197116613,1915195.75,0.014475603587925434
277,0.018677283078432083,0.00022278497635852545,0.0069131855852901936,1996355.125,0.014925982803106308
278,0.018620565533638,0.0002346420951653272,0.00726937223225832,2137956.0,0.015318031422793865
279,0.0185569915920496,0.00022558451746590436,0.007173827849328518,2082078.5,0.015019470825791359
280,0.018488291651010513,0.00020627211779356003,0.006412358954548836,1889035.625,0.01436217688024044
281,0.01842932589352131,0.00020987610332667828,0.006630893796682358,1912453.375,0.014487101696431637
282,0.018364379182457924,0.00020461327221710235,0.006345044821500778,1870391.625,0.014304309152066708
283,0.018315279856324196,0.00023261649766936898,0.007324511650949717,2041075.125,0.015251770615577698
284,0.018243854865431786,0.0002111076028086245,0.006566558498889208,1954446.25,0.014529542066156864
285,0.01819046400487423,0.0002254599385196343,0.007177117746323347,2061661.875,0.015015323646366596
286,0.018122628331184387,0.00020529063476715237,0.006495768204331398,1910990.0,0.01432796660810709
287,0.018068429082632065,0.00021324529370758682,0.006776902824640274,2017184.875,0.014602920971810818
288,0.018006442114710808,0.0002068955946015194,0.00654576113447547,1908722.25,0.014383865520358086
289,0.017957353964447975,0.00022627782891504467,0.007127441931515932,2034736.75,0.015042534098029137
290,0.01789010688662529,0.0002048917522188276,0.006489219143986702,1887622.875,0.014314040541648865
291,0.017837602645158768,0.000214724030229263,0.006821224931627512,1929639.75,0.014653464779257774
292,0.017784181982278824,0.00022176775382831693,0.007013936527073383,2079289.0,0.014891868457198143
293,0.017717575654387474,0.00020137921092100441,0.00636234600096941,1867075.375,0.014190814457833767
294,0.01766577921807766,0.00021235634631011635,0.006700310856103897,1917639.875,0.014572451822459698
295,0.017603592947125435,0.00020316433801781386,0.0065104905515909195,1939309.75,0.014253572560846806
296,0.017550814896821976,0.00021396424563135952,0.00689083244651556,2007172.125,0.014627516269683838
297,0.01748572662472725,0.00019659203826449811,0.006290779449045658,1840209.125,0.014021128416061401
298,0.01742950826883316,0.0001994187041418627,0.006425520405173302,1896593.125,0.014121568761765957
299,0.01737021654844284,0.00019883434288203716,0.006419355981051922,1913804.125,0.014100863598287106
300,0.017313530668616295,0.00020515787764452398,0.006649389397352934,1940609.75,0.014323333278298378
301,0.017252402380108833,0.00020003046665806323,0.006503308191895485,1906519.375,0.01414321269840002
302,0.017194699496030807,0.00020120562112424523,0.006486891768872738,1863096.0,0.014184696599841118
303,0.017136763781309128,0.0001994286139961332,0.006478719413280487,1873804.125,0.014121919870376587
304,0.01707630790770054,0.0001914330496219918,0.006205426994711161,1821843.0,0.013835933059453964
305,0.017037251964211464,0.0002280480257468298,0.007259774953126907,2006520.75,0.015101258642971516
306,0.016966339200735092,0.00019220153626520187,0.006148509215563536,1789536.25,0.01386367715895176
307,0.016917312517762184,0.00020154537924099714,0.0064812214113771915,1851550.125,0.014196667820215225
308,0.016863025724887848,0.00019913632422685623,0.0063965036533772945,1836007.375,0.014111567288637161
